postcode,place,canton,streetName
6005,Luzern,LU,Guggistrasse
6005,Luzern,LU,Guggistrasse
6005,Luzern,LU,Guggiweg
6005,Luzern,LU,Guggiweg
6006,Luzern,LU,Gundoldingenstrasse
6006,Luzern,LU,Gärtnerstrasse
6006,Luzern,LU,Gärtnerstrasse
6005,Luzern,LU,Güterstrasse
6005,Luzern,LU,Güterstrasse
6003,Luzern,LU,Gütsch
6003,Luzern,LU,Gütschhöhe
6003,Luzern,LU,Gütschstrasse
6003,Luzern,LU,Gütschstrasse
6003,Luzern,LU,Habsburgerstrasse
6003,Luzern,LU,Habsburgerstrasse
6006,Luzern,LU,Haldenrain
6006,Luzern,LU,Haldenrain
6006,Luzern,LU,Haldenstrasse
6006,Luzern,LU,Haldenstrasse
6003,Luzern,LU,Hallwilerweg
6003,Luzern,LU,Hallwilerweg
6004,Luzern,LU,Hans-Holbein-Gasse
6004,Luzern,LU,Hans-Holbein-Gasse
6005,Luzern,LU,Haselweg
6005,Luzern,LU,Haselweg
6015,Luzern,LU,Hauptstrasse
6015,Luzern,LU,Hauptstrasse
6004,Luzern,LU,Haus Hirschpark
6005,Luzern,LU,Heim im Bergli
6005,Luzern,LU,Heim im Bergli
6003,Luzern,LU,Heimatweg
6003,Luzern,LU,Heimatweg
6003,Luzern,LU,Heimbachweg
6015,Luzern,LU,Heiterweid
6015,Luzern,LU,Heiterweid
6015,Luzern,LU,Helgengüetlistrasse
6015,Luzern,LU,Helgengüetlistrasse
6006,Luzern,LU,Hemschlenstrasse
6006,Luzern,LU,Hemschlenstrasse
6004,Luzern,LU,Hertensteinstrasse
6004,Luzern,LU,Hertensteinstrasse
6003,Luzern,LU,Himmelrichstrasse
6003,Luzern,LU,Himmelrichstrasse
6004,Luzern,LU,Hinter-Bramberg
6004,Luzern,LU,Hinter-Bramberg
6014,Luzern,LU,Hinterspitzhof
6003,Luzern,LU,Hirschengraben
6003,Luzern,LU,Hirschengraben
6004,Luzern,LU,Hirschenplatz
6004,Luzern,LU,Hirschenplatz
6003,Luzern,LU,Hirschmattstrasse
6003,Luzern,LU,Hirschmattstrasse
6005,Luzern,LU,Hirtenhofring
6005,Luzern,LU,Hirtenhofring
6005,Luzern,LU,Hirtenhofstrasse
6005,Luzern,LU,Hirtenhofstrasse
6005,Luzern,LU,Hirtenhofweg
6005,Luzern,LU,Hirtenhofweg
6006,Luzern,LU,Hitzlisbergstrasse
6006,Luzern,LU,Hitzlisbergstrasse
6003,Luzern,LU,Hochbühlstrasse
6003,Luzern,LU,Hochbühlstrasse
6006,Luzern,LU,Hochhüsliweid
6006,Luzern,LU,Hochhüsliweid
6005,Luzern,LU,Hochrüti
6005,Luzern,LU,Hochrüti
6005,Luzern,LU,Hochrütiring
6005,Luzern,LU,Hochrütiring
6005,Luzern,LU,Hochrütistrasse
6005,Luzern,LU,Hochrütistrasse
6004,Luzern,LU,Hofstrasse
6006,Luzern,LU,Hofstrasse
6004,Luzern,LU,Hofstrasse
6006,Luzern,LU,Hofstrasse
6005,Luzern,LU,Horwerstrasse
6005,Luzern,LU,Horwerstrasse
6005,Luzern,LU,Hubelmatt
6005,Luzern,LU,Hubelrain
6014,Luzern,LU,Huob
6015,Luzern,LU,Höhenstrasse
6015,Luzern,LU,Höhenstrasse
6005,Luzern,LU,Höhenweg
6005,Luzern,LU,Höhenweg
6005,Luzern,LU,Hügelweg
6005,Luzern,LU,Hügelweg
6006,Luzern,LU,Hünenbergring
6006,Luzern,LU,Hünenbergring
6006,Luzern,LU,Hünenbergstrasse
6006,Luzern,LU,Hünenbergstrasse
6004,Luzern,LU,Ibachstrasse
6004,Luzern,LU,Im Zöpfli
6005,Luzern,LU,Imfangring
6005,Luzern,LU,Imfangring
6005,Luzern,LU,Imfangstrasse
6005,Luzern,LU,Imfangstrasse
6005,Luzern,LU,Industriestrasse
6005,Luzern,LU,Industriestrasse
6005,Luzern,LU,Inseliquai
6014,Luzern,LU,Jodersmatt
6014,Luzern,LU,Jodersmatt
6005,Luzern,LU,Johanna-Hodel-Gasse
6004,Luzern,LU,Jugiweg
6005,Luzern,LU,Jungfrauweg
6005,Luzern,LU,Jungfrauweg
6003,Luzern,LU,Kanonenstrasse
6003,Luzern,LU,Kanonenstrasse
6004,Luzern,LU,Kantonsspital
6004,Luzern,LU,Kantonsspital
6003,Luzern,LU,Kapellbrücke
6004,Luzern,LU,Kapellgasse
6004,Luzern,LU,Kapellgasse
6004,Luzern,LU,Kapellplatz
6004,Luzern,LU,Kapellplatz
6006,Luzern,LU,Kapuzinerweg
6006,Luzern,LU,Kapuzinerweg
6005,Luzern,LU,Kaserne
6005,Luzern,LU,Kaserne
6003,Luzern,LU,Kasernenplatz
6003,Luzern,LU,Kasernenplatz
6003,Luzern,LU,Kasimir Strasse
6003,Luzern,LU,Kasimir Strasse
6003,Luzern,LU,Kasimir-Pfyffer-Strasse
6003,Luzern,LU,Kasimir-Pfyffer-Strasse
6003,Luzern,LU,Kauffmannweg
6003,Luzern,LU,Kauffmannweg
6005,Luzern,LU,Kellerstrasse
6005,Luzern,LU,Kellerstrasse
6003,Luzern,LU,Kesselgasse
6003,Luzern,LU,Kesselgasse
6003,Luzern,LU,Kleinmattstrasse
6003,Luzern,LU,Kleinmattstrasse
6014,Luzern,LU,Kleinrüti
6003,Luzern,LU,Klosterstrasse
6003,Luzern,LU,Klosterstrasse
6014,Luzern,LU,Kollerhüsli
6014,Luzern,LU,Kollerhüsli
6014,Luzern,LU,Kornellen
6004,Luzern,LU,Kornmarkt
6004,Luzern,LU,Kornmarkt
6004,Luzern,LU,Kornmarktgasse
6004,Luzern,LU,Kornmarktgasse
6004,Luzern,LU,Kramgasse
6004,Luzern,LU,Kramgasse
6014,Luzern,LU,Krattenbach
6014,Luzern,LU,Krattenbach
6006,Luzern,LU,Kreuzbuchrain
6006,Luzern,LU,Kreuzbuchstrasse
6006,Luzern,LU,Kreuzbuchstrasse
6006,Luzern,LU,Kreuzmattweg
6003,Luzern,LU,Krongasse
6014,Luzern,LU,Käserei Spitzfluh
6006,Luzern,LU,Lamperdingen
6005,Luzern,LU,Landenbergstrasse
6005,Luzern,LU,Landenbergstrasse
6006,Luzern,LU,Landgut
6006,Luzern,LU,Landgut
6015,Luzern,LU,Landgut Staffeln
6006,Luzern,LU,Landgut Unterlöchli
6006,Luzern,LU,Landgut Unterlöchli
6015,Luzern,LU,Landhaus Rothen
6015,Luzern,LU,Landhaus Rothen
6006,Luzern,LU,Landschau-Terrasse
6006,Luzern,LU,Landschaustrasse
6006,Luzern,LU,Landschaustrasse
6003,Luzern,LU,Landungsbrücke
6003,Luzern,LU,Landungsbrücke
6006,Luzern,LU,Landungsbrücke
6005,Luzern,LU,Langensandstrasse
6005,Luzern,LU,Langensandstrasse
6004,Luzern,LU,Ledergasse
6004,Luzern,LU,Ledergasse
6004,Luzern,LU,Lerchenstrasse
6006,Luzern,LU,Leumatt
6006,Luzern,LU,Leumatt
6006,Luzern,LU,Leumattstrasse
6006,Luzern,LU,Leumattstrasse
6004,Luzern,LU,Libellenhöhe
6004,Luzern,LU,Libellenhöhe
6004,Luzern,LU,Libellenrain
6004,Luzern,LU,Libellenrain
6004,Luzern,LU,Libellenstrasse
6004,Luzern,LU,Libellenstrasse
6006,Luzern,LU,Lidostrasse
6006,Luzern,LU,Lidostrasse
6006,Luzern,LU,Liebenauweg
6006,Luzern,LU,Liebenauweg
6006,Luzern,LU,Lindenfeldsteig
6006,Luzern,LU,Lindenfeldsteig
6006,Luzern,LU,Lindenfeldstrasse
6006,Luzern,LU,Lindenfeldstrasse
6006,Luzern,LU,Lindenfeldweid
6005,Luzern,LU,Lindengartenweg
6005,Luzern,LU,Lindengartenweg
6005,Luzern,LU,Lindenhausstrasse
6005,Luzern,LU,Lindenhausstrasse
6015,Luzern,LU,Lindenstrasse
6015,Luzern,LU,Lindenstrasse
6014,Luzern,LU,Littauerboden
6014,Luzern,LU,Littauerboden
6004,Luzern,LU,Loshüsli
6004,Luzern,LU,Luegetenstrasse
6004,Luzern,LU,Luegetenstrasse
6014,Luzern,LU,Luzernerstrasse
6014,Luzern,LU,Luzernerstrasse
6003,Luzern,LU,Lädelistrasse
6003,Luzern,LU,Lädelistrasse
6014,Luzern,LU,Längweiherstrasse
6014,Luzern,LU,Längweiherstrasse
6006,Luzern,LU,Löwen-Terrasse
6006,Luzern,LU,Löwen-Terrasse
6004,Luzern,LU,Löwengraben
6004,Luzern,LU,Löwengraben
6014,Luzern,LU,Löwengrube
6014,Luzern,LU,Löwengrube
6004,Luzern,LU,Löwenplatz
6004,Luzern,LU,Löwenplatz
6004,Luzern,LU,Löwenstrasse
6004,Luzern,LU,Löwenstrasse
6006,Luzern,LU,Lützelmattstrasse
6006,Luzern,LU,Lützelmattstrasse
6006,Luzern,LU,Lützelmattweg
6006,Luzern,LU,Lützelmattweg
6005,Luzern,LU,MP Bahnhof
6006,Luzern,LU,Maihofhalde
6006,Luzern,LU,Maihofhalde
6006,Luzern,LU,Maihofmatte
6006,Luzern,LU,Maihofmatte
6004,Luzern,LU,Maihofstrasse
6004,Luzern,LU,Maihofstrasse
6006,Luzern,LU,Maihofstrasse
6006,Luzern,LU,Maihofstrasse
6005,Luzern,LU,Margritenweg
6005,Luzern,LU,Margritenweg
6004,Luzern,LU,Mariahilfgasse
6004,Luzern,LU,Mariahilfgasse
6014,Luzern,LU,Matthof
6014,Luzern,LU,Matthof
6005,Luzern,LU,Matthofgarten
6005,Luzern,LU,Matthofgarten
6005,Luzern,LU,Matthofring
6005,Luzern,LU,Matthofring
6005,Luzern,LU,Matthofstrand
6005,Luzern,LU,Matthofstrand
6005,Luzern,LU,Matthofstrasse
6005,Luzern,LU,Matthofstrasse
6014,Luzern,LU,Matthöhering
6014,Luzern,LU,Matthöhering
6014,Luzern,LU,Mattrain
6014,Luzern,LU,Mattrain
6014,Luzern,LU,Mattstrasse
6014,Luzern,LU,Mattstrasse
6014,Luzern,LU,Mattweg
6006,Luzern,LU,Meggerhornweg
6006,Luzern,LU,Meisenweg
6006,Luzern,LU,Meisenweg
6006,Luzern,LU,Mettenwylstrasse
6006,Luzern,LU,Mettenwylstrasse
6004,Luzern,LU,Metzgerrainle
6004,Luzern,LU,Metzgerrainle
6003,Luzern,LU,Meyerstrasse
6003,Luzern,LU,Meyerstrasse
6014,Luzern,LU,Mia Chesa
6003,Luzern,LU,Militärstrasse
6006,Luzern,LU,Minigolf Lido
6014,Luzern,LU,Mooshof
6005,Luzern,LU,Moosmattstrasse
6005,Luzern,LU,Moosmattstrasse
6003,Luzern,LU,Moosstrasse
6003,Luzern,LU,Moosstrasse
6003,Luzern,LU,Morgartenstrasse
6003,Luzern,LU,Morgartenstrasse
6006,Luzern,LU,Morgenweg
6006,Luzern,LU,Morgenweg
6004,Luzern,LU,Mozartstrasse
6004,Luzern,LU,Mozartstrasse
6003,Luzern,LU,Murbacherstrasse
6003,Luzern,LU,Murbacherstrasse
6005,Luzern,LU,Murmattweg
6005,Luzern,LU,Murmattweg
6004,Luzern,LU,Museggrain
6004,Luzern,LU,Museggrain
6004,Luzern,LU,Museggstrasse
6004,Luzern,LU,Museggstrasse
6003,Luzern,LU,Mythenstrasse
6003,Luzern,LU,Mythenstrasse
6005,Luzern,LU,Mönchweg
6005,Luzern,LU,Mönchweg
6003,Luzern,LU,Mühlebachweg
6004,Luzern,LU,Mühlemattrain
6004,Luzern,LU,Mühlemattstrasse
6004,Luzern,LU,Mühlemattstrasse
6004,Luzern,LU,Mühlenplatz
6004,Luzern,LU,Mühlenplatz
6003,Luzern,LU,Münzgasse
6003,Luzern,LU,Münzgasse
6005,Luzern,LU,Narzissenweg
6005,Luzern,LU,Narzissenweg
6006,Luzern,LU,Nationalquai
6014,Luzern,LU,Neubüchel
6014,Luzern,LU,Neubühl
6014,Luzern,LU,Neugadenmatt
6014,Luzern,LU,Neuhushof
6014,Luzern,LU,Neuhushof
6006,Luzern,LU,Neuhöfliweg
6014,Luzern,LU,Neumatt
6003,Luzern,LU,Neustadtstrasse
6003,Luzern,LU,Neustadtstrasse
6003,Luzern,LU,Neuweg
6003,Luzern,LU,Neuweg
6003,Luzern,LU,Nietlibogenweg
6004,Luzern,LU,Nägelistrasse
6006,Luzern,LU,Ober Rebstock
6006,Luzern,LU,Ober Rebstock
6006,Luzern,LU,Ober-Rebstock
6006,Luzern,LU,Ober-Rebstock
6014,Luzern,LU,Oberbergstrasse
6014,Luzern,LU,Oberbergstrasse
6014,Luzern,LU,Oberbodenhof
6014,Luzern,LU,Oberbodenhof
6004,Luzern,LU,Obere Bergstrasse
6004,Luzern,LU,Obere Bergstrasse
6005,Luzern,LU,Obere Dattenbergstrasse
6005,Luzern,LU,Obere Dattenbergstrasse
6014,Luzern,LU,Obergadenmatt
6003,Luzern,LU,Obergrundstrasse
6003,Luzern,LU,Obergrundstrasse
6005,Luzern,LU,Obergrundstrasse
6005,Luzern,LU,Obergrundstrasse
6003,Luzern,LU,Obergütschhalde
6003,Luzern,LU,Obergütschhalde
6003,Luzern,LU,Obergütschrain
6003,Luzern,LU,Obergütschrain
6003,Luzern,LU,Obergütschstrasse
6003,Luzern,LU,Obergütschstrasse
6003,Luzern,LU,Obergütschweg
6003,Luzern,LU,Oberhochbühl
6003,Luzern,LU,Oberhochbühl
6014,Luzern,LU,Oberhof
6014,Luzern,LU,Oberhof
6006,Luzern,LU,Oberlöchli
6014,Luzern,LU,Obermatt
6015,Luzern,LU,Obermättlistrasse
6015,Luzern,LU,Obermättlistrasse
6015,Luzern,LU,Obermättliweg
6015,Luzern,LU,Obermättliweg
6014,Luzern,LU,Oberrengg
6006,Luzern,LU,Oberseeburg
6006,Luzern,LU,Oberseeburg
6006,Luzern,LU,Oberseeburghalde
6006,Luzern,LU,Oberseeburghalde
6006,Luzern,LU,Oberseeburghöhe
6006,Luzern,LU,Oberseeburgrain
6006,Luzern,LU,Oberseeburgrain
6014,Luzern,LU,Oberwil
6014,Luzern,LU,Oestliche Bergstrasse
6004,Luzern,LU,Paradiesgässli
6004,Luzern,LU,Paradiesgässli
6003,Luzern,LU,Parkhaus Bahnhof
6004,Luzern,LU,Pelikanstrasse
6004,Luzern,LU,Pelikanstrasse
6003,Luzern,LU,Pfistergasse
6003,Luzern,LU,Pfistergasse
6015,Luzern,LU,Pfisternweg
6004,Luzern,LU,Pflegeheim Hirschpark
6015,Luzern,LU,Pilatusblick
6015,Luzern,LU,Pilatusblick
6003,Luzern,LU,Pilatusstrasse
6003,Luzern,LU,Pilatusstrasse
6005,Luzern,LU,Primelweg
6005,Luzern,LU,Primelweg
6003,Luzern,LU,RailCity
6006,Luzern,LU,Rank
6006,Luzern,LU,Rank
6006,Luzern,LU,Rankhofstrasse
6006,Luzern,LU,Rankhofstrasse
6004,Luzern,LU,Rathausquai
6004,Luzern,LU,Rathausquai
6004,Luzern,LU,Rebhalde
6004,Luzern,LU,Rebhalde
6006,Luzern,LU,Rebstock / Wartenfluh
6006,Luzern,LU,Rebstockhalde
6006,Luzern,LU,Rebstockhalde
6006,Luzern,LU,Rebstockrain
6006,Luzern,LU,Rebstockrain
